term_rank,n,p,i,n_chars,max_pos,stop,stem_porter,stem_snowball,stem_lancaster,term_rank2,zipf_k,zipf_k2,df,idf,tfidf_mean,tfidf_sum,tfidf_median,tfidf_max,dfidf,dp,dh
9845,1,7.118248341448136e-06,17.100046302853865,5,NNP,0,grey,grey,grey,218,9845,0.0015517781384356936,1,10.929258408636972,5.6613615170354694e-05,0.11039654958219165,0.0,0.11039654958219165,10.929258408636972,0.0005128205128205128,0.005604747901865114
9846,1,7.118248341448136e-06,17.100046302853865,5,NNP,0,owen,owen,ow,218,9846,0.0015517781384356936,1,10.929258408636972,5.6613615170354694e-05,0.11039654958219165,0.0,0.11039654958219165,10.929258408636972,0.0005128205128205128,0.005604747901865114
9847,1,7.118248341448136e-06,17.100046302853865,11,NNP,0,corpor,corpor,corp,218,9847,0.0015517781384356936,1,10.929258408636972,7.894011129387485e-05,0.15393321702305596,0.0,0.15393321702305596,10.929258408636972,0.0005128205128205128,0.005604747901865114
9848,1,7.118248341448136e-06,17.100046302853865,10,NNP,0,distraught,distraught,distraught,218,9848,0.0015517781384356936,1,10.929258408636972,3.86534338059663e-05,0.07537419592163429,0.0,0.07537419592163429,10.929258408636972,0.0005128205128205128,0.005604747901865114
9849,1,7.118248341448136e-06,17.100046302853865,5,NNS,0,acr,acr,acr,218,9849,0.0015517781384356936,1,10.929258408636972,5.6613615170354694e-05,0.11039654958219165,0.0,0.11039654958219165,10.929258408636972,0.0005128205128205128,0.005604747901865114
9850,1,7.118248341448136e-06,17.100046302853865,7,NN,0,genteel,genteel,genteel,218,9850,0.0015517781384356936,1,10.929258408636972,3.86534338059663e-05,0.07537419592163429,0.0,0.07537419592163429,10.929258408636972,0.0005128205128205128,0.005604747901865114
9851,1,7.118248341448136e-06,17.100046302853865,11,JJ,0,cooper,cooper,coop,218,9851,0.0015517781384356936,1,10.929258408636972,5.6613615170354694e-05,0.11039654958219165,0.0,0.11039654958219165,10.929258408636972,0.0005128205128205128,0.005604747901865114
9852,1,7.118248341448136e-06,17.100046302853865,13,NN,0,stereotyp,stereotyp,stereotyp,218,9852,0.0015517781384356936,1,10.929258408636972,5.6613615170354694e-05,0.11039654958219165,0.0,0.11039654958219165,10.929258408636972,0.0005128205128205128,0.005604747901865114
9853,1,7.118248341448136e-06,17.100046302853865,8,NNP,0,waterloo,waterloo,waterloo,218,9853,0.0015517781384356936,1,10.929258408636972,5.6613615170354694e-05,0.11039654958219165,0.0,0.11039654958219165,10.929258408636972,0.0005128205128205128,0.005604747901865114
9854,1,7.118248341448136e-06,17.100046302853865,8,NNS,0,comfort,comfort,comfort,218,9854,0.0015517781384356936,1,10.929258408636972,5.6613615170354694e-05,0.11039654958219165,0.0,0.11039654958219165,10.929258408636972,0.0005128205128205128,0.005604747901865114
9855,1,7.118248341448136e-06,17.100046302853865,6,NN,0,swing,swing,swing,218,9855,0.0015517781384356936,1,10.929258408636972,3.221119483830525e-05,0.06281182993469524,0.0,0.06281182993469524,10.929258408636972,0.0005128205128205128,0.005604747901865114
9856,1,7.118248341448136e-06,17.100046302853865,13,RB,0,strateg,strateg,strategically,218,9856,0.0015517781384356936,1,10.929258408636972,5.14197055216983e-05,0.10026842576731168,0.0,0.10026842576731168,10.929258408636972,0.0005128205128205128,0.005604747901865114
9857,1,7.118248341448136e-06,17.100046302853865,8,VBG,0,clean,clean,cle,218,9857,0.0015517781384356936,1,10.929258408636972,3.221119483830525e-05,0.06281182993469524,0.0,0.06281182993469524,10.929258408636972,0.0005128205128205128,0.005604747901865114
9858,1,7.118248341448136e-06,17.100046302853865,13,RB,0,unfortun,unfortun,unfortun,218,9858,0.0015517781384356936,1,10.929258408636972,5.719130512107259e-05,0.11152304498609154,0.0,0.11152304498609154,10.929258408636972,0.0005128205128205128,0.005604747901865114
9859,1,7.118248341448136e-06,17.100046302853865,7,NN,0,tobacco,tobacco,tobacco,218,9859,0.0015517781384356936,1,10.929258408636972,5.719130512107259e-05,0.11152304498609154,0.0,0.11152304498609154,10.929258408636972,0.0005128205128205128,0.005604747901865114
9860,1,7.118248341448136e-06,17.100046302853865,9,VBN,0,evacu,evacu,evacu,218,9860,0.0015517781384356936,1,10.929258408636972,7.894011129387485e-05,0.15393321702305596,0.0,0.15393321702305596,10.929258408636972,0.0005128205128205128,0.005604747901865114
9861,1,7.118248341448136e-06,17.100046302853865,6,NN,0,scorer,scorer,scor,218,9861,0.0015517781384356936,1,10.929258408636972,0.00015568744171847538,0.303590511351027,0.0,0.303590511351027,10.929258408636972,0.0005128205128205128,0.005604747901865114
9862,1,7.118248341448136e-06,17.100046302853865,8,NNS,0,quarter,quarter,quart,218,9862,0.0015517781384356936,1,10.929258408636972,0.00015568744171847538,0.303590511351027,0.0,0.303590511351027,10.929258408636972,0.0005128205128205128,0.005604747901865114
9863,1,7.118248341448136e-06,17.100046302853865,6,NN,0,prefab,prefab,prefab,218,9863,0.0015517781384356936,1,10.929258408636972,5.14197055216983e-05,0.10026842576731168,0.0,0.10026842576731168,10.929258408636972,0.0005128205128205128,0.005604747901865114
9864,1,7.118248341448136e-06,17.100046302853865,6,NN,0,devic,devic,dev,218,9864,0.0015517781384356936,1,10.929258408636972,7.894011129387485e-05,0.15393321702305596,0.0,0.15393321702305596,10.929258408636972,0.0005128205128205128,0.005604747901865114
9865,1,7.118248341448136e-06,17.100046302853865,10,NNS,0,veget,veget,veget,218,9865,0.0015517781384356936,1,10.929258408636972,5.6613615170354694e-05,0.11039654958219165,0.0,0.11039654958219165,10.929258408636972,0.0005128205128205128,0.005604747901865114
9866,1,7.118248341448136e-06,17.100046302853865,8,JJ,0,econom,econom,econom,218,9866,0.0015517781384356936,1,10.929258408636972,5.6613615170354694e-05,0.11039654958219165,0.0,0.11039654958219165,10.929258408636972,0.0005128205128205128,0.005604747901865114
9867,1,7.118248341448136e-06,17.100046302853865,11,NNS,0,necess,necess,necess,218,9867,0.0015517781384356936,1,10.929258408636972,5.6613615170354694e-05,0.11039654958219165,0.0,0.11039654958219165,10.929258408636972,0.0005128205128205128,0.005604747901865114
9868,1,7.118248341448136e-06,17.100046302853865,7,NN,0,breakup,breakup,breakup,218,9868,0.0015517781384356936,1,10.929258408636972,3.86534338059663e-05,0.07537419592163429,0.0,0.07537419592163429,10.929258408636972,0.0005128205128205128,0.005604747901865114
9869,1,7.118248341448136e-06,17.100046302853865,7,VBG,0,test,test,test,218,9869,0.0015517781384356936,1,10.929258408636972,3.86534338059663e-05,0.07537419592163429,0.0,0.07537419592163429,10.929258408636972,0.0005128205128205128,0.005604747901865114
9870,1,7.118248341448136e-06,17.100046302853865,8,VB,0,dissuad,dissuad,dissuad,218,9870,0.0015517781384356936,1,10.929258408636972,8.365295375918081e-05,0.16312325983040257,0.0,0.16312325983040257,10.929258408636972,0.0005128205128205128,0.005604747901865114
9871,1,7.118248341448136e-06,17.100046302853865,11,JJ,0,twentyfirst,twentyfirst,twentyfirst,218,9871,0.0015517781384356936,1,10.929258408636972,4.6706232515542617e-05,0.0910771534053081,0.0,0.0910771534053081,10.929258408636972,0.0005128205128205128,0.005604747901865114
9872,1,7.118248341448136e-06,17.100046302853865,6,VBD,0,nudg,nudg,nudg,218,9872,0.0015517781384356936,1,10.929258408636972,0.00023353116257771308,0.4553857670265405,0.0,0.4553857670265405,10.929258408636972,0.0005128205128205128,0.005604747901865114
9873,1,7.118248341448136e-06,17.100046302853865,3,NN,0,260,260,260,218,9873,0.0015517781384356936,1,10.929258408636972,4.6706232515542617e-05,0.0910771534053081,0.0,0.0910771534053081,10.929258408636972,0.0005128205128205128,0.005604747901865114
9874,1,7.118248341448136e-06,17.100046302853865,10,NNP,0,englishmen,englishmen,englishm,218,9874,0.0015517781384356936,1,10.929258408636972,4.873693827708795e-05,0.0950370296403215,0.0,0.0950370296403215,10.929258408636972,0.0005128205128205128,0.005604747901865114
9875,1,7.118248341448136e-06,17.100046302853865,5,NNS,0,scar,scar,scar,218,9875,0.0015517781384356936,1,10.929258408636972,0.00020016956792375405,0.3903306574513204,0.0,0.3903306574513204,10.929258408636972,0.0005128205128205128,0.005604747901865114
9876,1,7.118248341448136e-06,17.100046302853865,8,VB,0,confound,confound,confound,218,9876,0.0015517781384356936,1,10.929258408636972,4.873693827708795e-05,0.0950370296403215,0.0,0.0950370296403215,10.929258408636972,0.0005128205128205128,0.005604747901865114
9877,1,7.118248341448136e-06,17.100046302853865,8,NN,0,standoff,standoff,standoff,218,9877,0.0015517781384356936,1,10.929258408636972,7.894011129387485e-05,0.15393321702305596,0.0,0.15393321702305596,10.929258408636972,0.0005128205128205128,0.005604747901865114
9878,1,7.118248341448136e-06,17.100046302853865,7,JJR,0,heavier,heavier,heavy,218,9878,0.0015517781384356936,1,10.929258408636972,4.873693827708795e-05,0.0950370296403215,0.0,0.0950370296403215,10.929258408636972,0.0005128205128205128,0.005604747901865114
9879,1,7.118248341448136e-06,17.100046302853865,4,NNP,0,cub,cub,cub,218,9879,0.0015517781384356936,1,10.929258408636972,7.677736851870018e-05,0.14971586861146535,0.0,0.14971586861146535,10.929258408636972,0.0005128205128205128,0.005604747901865114
9880,1,7.118248341448136e-06,17.100046302853865,3,NN,0,pan,pan,pan,218,9880,0.0015517781384356936,1,10.929258408636972,7.677736851870018e-05,0.14971586861146535,0.0,0.14971586861146535,10.929258408636972,0.0005128205128205128,0.005604747901865114
9881,1,7.118248341448136e-06,17.100046302853865,6,VBG,0,fri,fri,fry,218,9881,0.0015517781384356936,1,10.929258408636972,7.677736851870018e-05,0.14971586861146535,0.0,0.14971586861146535,10.929258408636972,0.0005128205128205128,0.005604747901865114
9882,1,7.118248341448136e-06,17.100046302853865,3,CD,0,945,945,945,218,9882,0.0015517781384356936,1,10.929258408636972,7.894011129387485e-05,0.15393321702305596,0.0,0.15393321702305596,10.929258408636972,0.0005128205128205128,0.005604747901865114
9883,1,7.118248341448136e-06,17.100046302853865,9,VBG,0,labour,labour,labo,218,9883,0.0015517781384356936,1,10.929258408636972,3.221119483830525e-05,0.06281182993469524,0.0,0.06281182993469524,10.929258408636972,0.0005128205128205128,0.005604747901865114
9884,1,7.118248341448136e-06,17.100046302853865,6,JJ,0,stress,stress,stress,218,9884,0.0015517781384356936,1,10.929258408636972,3.221119483830525e-05,0.06281182993469524,0.0,0.06281182993469524,10.929258408636972,0.0005128205128205128,0.005604747901865114
9885,1,7.118248341448136e-06,17.100046302853865,5,JJ,0,eeri,eeri,eery,218,9885,0.0015517781384356936,1,10.929258408636972,3.9194041271784016e-05,0.07642838047997882,0.0,0.07642838047997882,10.929258408636972,0.0005128205128205128,0.005604747901865114
9886,1,7.118248341448136e-06,17.100046302853865,10,VB,0,regener,regener,reg,218,9886,0.0015517781384356936,1,10.929258408636972,8.242276326272226e-05,0.1607243883623084,0.0,0.1607243883623084,10.929258408636972,0.0005128205128205128,0.005604747901865114
9887,1,7.118248341448136e-06,17.100046302853865,9,JJ,0,itinerari,itinerari,itin,218,9887,0.0015517781384356936,1,10.929258408636972,0.00014011869754662786,0.2732314602159243,0.0,0.2732314602159243,10.929258408636972,0.0005128205128205128,0.005604747901865114
9888,1,7.118248341448136e-06,17.100046302853865,9,NNP,0,vancouv,vancouv,vancouv,218,9888,0.0015517781384356936,1,10.929258408636972,0.00014011869754662786,0.2732314602159243,0.0,0.2732314602159243,10.929258408636972,0.0005128205128205128,0.005604747901865114
9889,1,7.118248341448136e-06,17.100046302853865,6,VB,0,defus,defus,defus,218,9889,0.0015517781384356936,1,10.929258408636972,7.894011129387485e-05,0.15393321702305596,0.0,0.15393321702305596,10.929258408636972,0.0005128205128205128,0.005604747901865114
9890,1,7.118248341448136e-06,17.100046302853865,9,NNS,0,garden,garden,gard,218,9890,0.0015517781384356936,1,10.929258408636972,5.6613615170354694e-05,0.11039654958219165,0.0,0.11039654958219165,10.929258408636972,0.0005128205128205128,0.005604747901865114
9891,1,7.118248341448136e-06,17.100046302853865,6,JJ,0,tax,tax,tax,218,9891,0.0015517781384356936,1,10.929258408636972,5.2380821512758065e-05,0.10214260194987823,0.0,0.10214260194987823,10.929258408636972,0.0005128205128205128,0.005604747901865114
9892,1,7.118248341448136e-06,17.100046302853865,9,VBG,0,recal,recal,recal,218,9892,0.0015517781384356936,1,10.929258408636972,4.121138163136113e-05,0.0803621941811542,0.0,0.0803621941811542,10.929258408636972,0.0005128205128205128,0.005604747901865114
9893,1,7.118248341448136e-06,17.100046302853865,11,VBG,0,astonish,astonish,aston,218,9893,0.0015517781384356936,1,10.929258408636972,4.121138163136113e-05,0.0803621941811542,0.0,0.0803621941811542,10.929258408636972,0.0005128205128205128,0.005604747901865114
9894,1,7.118248341448136e-06,17.100046302853865,9,JJ,0,shortterm,shortterm,shortterm,218,9894,0.0015517781384356936,1,10.929258408636972,5.604747901865114e-05,0.10929258408636973,0.0,0.10929258408636973,10.929258408636972,0.0005128205128205128,0.005604747901865114
9895,1,7.118248341448136e-06,17.100046302853865,11,RB,0,decept,decept,deceiv,218,9895,0.0015517781384356936,1,10.929258408636972,8.757418596664241e-05,0.1707696626349527,0.0,0.1707696626349527,10.929258408636972,0.0005128205128205128,0.005604747901865114
9896,1,7.118248341448136e-06,17.100046302853865,7,JJ,0,sixteen,sixteen,sixteen,218,9896,0.0015517781384356936,1,10.929258408636972,8.896425241055736e-05,0.17348029220058686,0.0,0.17348029220058686,10.929258408636972,0.0005128205128205128,0.005604747901865114
9897,1,7.118248341448136e-06,17.100046302853865,6,NN,0,kinder,kinder,kind,218,9897,0.0015517781384356936,1,10.929258408636972,8.896425241055736e-05,0.17348029220058686,0.0,0.17348029220058686,10.929258408636972,0.0005128205128205128,0.005604747901865114
9898,1,7.118248341448136e-06,17.100046302853865,7,JJ,0,boredom,boredom,boredom,218,9898,0.0015517781384356936,1,10.929258408636972,5.4415028173447706e-05,0.10610930493822303,0.0,0.10610930493822303,10.929258408636972,0.0005128205128205128,0.005604747901865114
9899,1,7.118248341448136e-06,17.100046302853865,9,JJ,0,twoleg,twoleg,twoleg,218,9899,0.0015517781384356936,1,10.929258408636972,0.00010778361349740604,0.21017804631994177,0.0,0.21017804631994177,10.929258408636972,0.0005128205128205128,0.005604747901865114
9900,1,7.118248341448136e-06,17.100046302853865,9,NNP,0,arkwright,arkwright,arkwright,218,9900,0.0015517781384356936,1,10.929258408636972,8.896425241055736e-05,0.17348029220058686,0.0,0.17348029220058686,10.929258408636972,0.0005128205128205128,0.005604747901865114
9901,1,7.118248341448136e-06,17.100046302853865,6,NNS,0,stake,stake,stak,218,9901,0.0015517781384356936,1,10.929258408636972,4.873693827708795e-05,0.0950370296403215,0.0,0.0950370296403215,10.929258408636972,0.0005128205128205128,0.005604747901865114
9902,1,7.118248341448136e-06,17.100046302853865,8,VBN,0,detest,detest,detest,218,9902,0.0015517781384356936,1,10.929258408636972,4.873693827708795e-05,0.0950370296403215,0.0,0.0950370296403215,10.929258408636972,0.0005128205128205128,0.005604747901865114
9903,1,7.118248341448136e-06,17.100046302853865,6,NNP,0,harri,harri,har,218,9903,0.0015517781384356936,1,10.929258408636972,5.14197055216983e-05,0.10026842576731168,0.0,0.10026842576731168,10.929258408636972,0.0005128205128205128,0.005604747901865114
9904,1,7.118248341448136e-06,17.100046302853865,4,NN,0,bomb,bomb,bomb,218,9904,0.0015517781384356936,1,10.929258408636972,7.894011129387485e-05,0.15393321702305596,0.0,0.15393321702305596,10.929258408636972,0.0005128205128205128,0.005604747901865114
9905,1,7.118248341448136e-06,17.100046302853865,7,NN,0,purpos,purpos,purpos,218,9905,0.0015517781384356936,1,10.929258408636972,4.41318732430324e-05,0.08605715282391317,0.0,0.08605715282391317,10.929258408636972,0.0005128205128205128,0.005604747901865114
9906,1,7.118248341448136e-06,17.100046302853865,4,CD,0,12th,12th,12th,218,9906,0.0015517781384356936,1,10.929258408636972,5.6613615170354694e-05,0.11039654958219165,0.0,0.11039654958219165,10.929258408636972,0.0005128205128205128,0.005604747901865114
9907,1,7.118248341448136e-06,17.100046302853865,3,NNP,0,ira,ira,ir,218,9907,0.0015517781384356936,1,10.929258408636972,7.894011129387485e-05,0.15393321702305596,0.0,0.15393321702305596,10.929258408636972,0.0005128205128205128,0.005604747901865114
9908,1,7.118248341448136e-06,17.100046302853865,11,NN,0,headmast,headmast,headmast,218,9908,0.0015517781384356936,1,10.929258408636972,6.672318930791802e-05,0.13011021915044013,0.0,0.13011021915044013,10.929258408636972,0.0005128205128205128,0.005604747901865114
9909,1,7.118248341448136e-06,17.100046302853865,4,VB,0,stir,stir,stir,218,9909,0.0015517781384356936,1,10.929258408636972,6.672318930791802e-05,0.13011021915044013,0.0,0.13011021915044013,10.929258408636972,0.0005128205128205128,0.005604747901865114
9910,1,7.118248341448136e-06,17.100046302853865,13,JJ,0,oversensit,oversensit,oversensit,218,9910,0.0015517781384356936,1,10.929258408636972,6.672318930791802e-05,0.13011021915044013,0.0,0.13011021915044013,10.929258408636972,0.0005128205128205128,0.005604747901865114
9911,1,7.118248341448136e-06,17.100046302853865,6,JJ,0,proven,proven,prov,218,9911,0.0015517781384356936,1,10.929258408636972,6.29746955265743e-05,0.12280065627681991,0.0,0.12280065627681991,10.929258408636972,0.0005128205128205128,0.005604747901865114
9912,1,7.118248341448136e-06,17.100046302853865,5,NNS,0,29500,29500,29500,218,9912,0.0015517781384356936,1,10.929258408636972,6.29746955265743e-05,0.12280065627681991,0.0,0.12280065627681991,10.929258408636972,0.0005128205128205128,0.005604747901865114
9913,1,7.118248341448136e-06,17.100046302853865,6,NNP,0,pinner,pinner,pin,218,9913,0.0015517781384356936,1,10.929258408636972,5.604747901865114e-05,0.10929258408636973,0.0,0.10929258408636973,10.929258408636972,0.0005128205128205128,0.005604747901865114
9914,1,7.118248341448136e-06,17.100046302853865,5,NNP,0,carol,carol,carol,218,9914,0.0015517781384356936,1,10.929258408636972,4.121138163136113e-05,0.0803621941811542,0.0,0.0803621941811542,10.929258408636972,0.0005128205128205128,0.005604747901865114
9915,1,7.118248341448136e-06,17.100046302853865,7,JJ,0,shorter,shorter,short,218,9915,0.0015517781384356936,1,10.929258408636972,4.121138163136113e-05,0.0803621941811542,0.0,0.0803621941811542,10.929258408636972,0.0005128205128205128,0.005604747901865114
9916,1,7.118248341448136e-06,17.100046302853865,4,CD,0,1786,1786,1786,218,9916,0.0015517781384356936,1,10.929258408636972,8.896425241055736e-05,0.17348029220058686,0.0,0.17348029220058686,10.929258408636972,0.0005128205128205128,0.005604747901865114
9917,1,7.118248341448136e-06,17.100046302853865,5,JJ,0,code,code,cod,218,9917,0.0015517781384356936,1,10.929258408636972,7.894011129387485e-05,0.15393321702305596,0.0,0.15393321702305596,10.929258408636972,0.0005128205128205128,0.005604747901865114
9918,1,7.118248341448136e-06,17.100046302853865,7,NNS,0,weaver,weaver,weav,218,9918,0.0015517781384356936,1,10.929258408636972,5.6613615170354694e-05,0.11039654958219165,0.0,0.11039654958219165,10.929258408636972,0.0005128205128205128,0.005604747901865114
9919,1,7.118248341448136e-06,17.100046302853865,4,NNP,0,eir,eir,eir,218,9919,0.0015517781384356936,1,10.929258408636972,6.919441854154462e-05,0.134929116156012,0.0,0.134929116156012,10.929258408636972,0.0005128205128205128,0.005604747901865114
9920,1,7.118248341448136e-06,17.100046302853865,7,NNS,0,prefab,prefab,prefab,218,9920,0.0015517781384356936,1,10.929258408636972,9.341246503108523e-05,0.1821543068106162,0.0,0.1821543068106162,10.929258408636972,0.0005128205128205128,0.005604747901865114
9921,1,7.118248341448136e-06,17.100046302853865,7,JJ,0,tenyear,tenyear,tenyear,218,9921,0.0015517781384356936,1,10.929258408636972,9.341246503108523e-05,0.1821543068106162,0.0,0.1821543068106162,10.929258408636972,0.0005128205128205128,0.005604747901865114
9922,1,7.118248341448136e-06,17.100046302853865,8,NN,0,lifespan,lifespan,lifesp,218,9922,0.0015517781384356936,1,10.929258408636972,9.341246503108523e-05,0.1821543068106162,0.0,0.1821543068106162,10.929258408636972,0.0005128205128205128,0.005604747901865114
9923,1,7.118248341448136e-06,17.100046302853865,9,NN,0,fortynin,fortynin,fortynin,218,9923,0.0015517781384356936,1,10.929258408636972,9.341246503108523e-05,0.1821543068106162,0.0,0.1821543068106162,10.929258408636972,0.0005128205128205128,0.005604747901865114
9924,1,7.118248341448136e-06,17.100046302853865,8,VBG,0,sweep,sweep,sweep,218,9924,0.0015517781384356936,1,10.929258408636972,3.221119483830525e-05,0.06281182993469524,0.0,0.06281182993469524,10.929258408636972,0.0005128205128205128,0.005604747901865114
9925,1,7.118248341448136e-06,17.100046302853865,6,VBD,0,park,park,park,218,9925,0.0015517781384356936,1,10.929258408636972,7.894011129387485e-05,0.15393321702305596,0.0,0.15393321702305596,10.929258408636972,0.0005128205128205128,0.005604747901865114
9926,1,7.118248341448136e-06,17.100046302853865,5,NNP,0,bratt,bratt,brat,218,9926,0.0015517781384356936,1,10.929258408636972,6.517148723098969e-05,0.1270844001004299,0.0,0.1270844001004299,10.929258408636972,0.0005128205128205128,0.005604747901865114
9927,1,7.118248341448136e-06,17.100046302853865,5,NN,0,laird,laird,laird,218,9927,0.0015517781384356936,1,10.929258408636972,5.6613615170354694e-05,0.11039654958219165,0.0,0.11039654958219165,10.929258408636972,0.0005128205128205128,0.005604747901865114
9928,1,7.118248341448136e-06,17.100046302853865,7,VBN,0,stir,stir,stir,218,9928,0.0015517781384356936,1,10.929258408636972,4.873693827708795e-05,0.0950370296403215,0.0,0.0950370296403215,10.929258408636972,0.0005128205128205128,0.005604747901865114
9929,1,7.118248341448136e-06,17.100046302853865,7,NNP,0,richard,richard,richard,218,9929,0.0015517781384356936,1,10.929258408636972,8.896425241055736e-05,0.17348029220058686,0.0,0.17348029220058686,10.929258408636972,0.0005128205128205128,0.005604747901865114
9930,1,7.118248341448136e-06,17.100046302853865,7,NNP,0,filbert,filbert,filbert,218,9930,0.0015517781384356936,1,10.929258408636972,4.873693827708795e-05,0.0950370296403215,0.0,0.0950370296403215,10.929258408636972,0.0005128205128205128,0.005604747901865114
9931,1,7.118248341448136e-06,17.100046302853865,6,VBG,0,note,note,not,218,9931,0.0015517781384356936,1,10.929258408636972,4.873693827708795e-05,0.0950370296403215,0.0,0.0950370296403215,10.929258408636972,0.0005128205128205128,0.005604747901865114
9932,1,7.118248341448136e-06,17.100046302853865,11,JJ,0,extravag,extravag,extrav,218,9932,0.0015517781384356936,1,10.929258408636972,4.873693827708795e-05,0.0950370296403215,0.0,0.0950370296403215,10.929258408636972,0.0005128205128205128,0.005604747901865114
9933,1,7.118248341448136e-06,17.100046302853865,4,NN,0,brag,brag,brag,218,9933,0.0015517781384356936,1,10.929258408636972,4.873693827708795e-05,0.0950370296403215,0.0,0.0950370296403215,10.929258408636972,0.0005128205128205128,0.005604747901865114
9934,1,7.118248341448136e-06,17.100046302853865,7,VBD,0,charm,charm,charm,218,9934,0.0015517781384356936,1,10.929258408636972,4.121138163136113e-05,0.0803621941811542,0.0,0.0803621941811542,10.929258408636972,0.0005128205128205128,0.005604747901865114
9935,1,7.118248341448136e-06,17.100046302853865,12,NN,0,acquaint,acquaint,acquaint,218,9935,0.0015517781384356936,1,10.929258408636972,4.121138163136113e-05,0.0803621941811542,0.0,0.0803621941811542,10.929258408636972,0.0005128205128205128,0.005604747901865114
9936,1,7.118248341448136e-06,17.100046302853865,8,VB,0,resembl,resembl,resembl,218,9936,0.0015517781384356936,1,10.929258408636972,4.7903828221069355e-05,0.09341246503108525,0.0,0.09341246503108525,10.929258408636972,0.0005128205128205128,0.005604747901865114
9937,1,7.118248341448136e-06,17.100046302853865,6,JJR,0,fairer,fairer,fair,218,9937,0.0015517781384356936,1,10.929258408636972,4.7903828221069355e-05,0.09341246503108525,0.0,0.09341246503108525,10.929258408636972,0.0005128205128205128,0.005604747901865114
9938,1,7.118248341448136e-06,17.100046302853865,8,VBD,0,despis,despis,desp,218,9938,0.0015517781384356936,1,10.929258408636972,4.7903828221069355e-05,0.09341246503108525,0.0,0.09341246503108525,10.929258408636972,0.0005128205128205128,0.005604747901865114
9939,1,7.118248341448136e-06,17.100046302853865,7,NNP,0,hawkin,hawkin,hawkin,218,9939,0.0015517781384356936,1,10.929258408636972,0.00013670116833817354,0.2665672782594384,0.0,0.2665672782594384,10.929258408636972,0.0005128205128205128,0.005604747901865114
9940,1,7.118248341448136e-06,17.100046302853865,6,NNP,0,cann,cann,can,218,9940,0.0015517781384356936,1,10.929258408636972,6.835058416908677e-05,0.1332836391297192,0.0,0.1332836391297192,10.929258408636972,0.0005128205128205128,0.005604747901865114
9941,1,7.118248341448136e-06,17.100046302853865,4,JJ,0,cosi,cosi,cosy,218,9941,0.0015517781384356936,1,10.929258408636972,8.365295375918081e-05,0.16312325983040257,0.0,0.16312325983040257,10.929258408636972,0.0005128205128205128,0.005604747901865114
9942,1,7.118248341448136e-06,17.100046302853865,7,NN,0,gestur,gestur,gest,218,9942,0.0015517781384356936,1,10.929258408636972,6.835058416908677e-05,0.1332836391297192,0.0,0.1332836391297192,10.929258408636972,0.0005128205128205128,0.005604747901865114
9943,1,7.118248341448136e-06,17.100046302853865,5,NNP,0,bern,bern,bern,218,9943,0.0015517781384356936,1,10.929258408636972,6.835058416908677e-05,0.1332836391297192,0.0,0.1332836391297192,10.929258408636972,0.0005128205128205128,0.005604747901865114
9944,1,7.118248341448136e-06,17.100046302853865,3,NN,0,bye,bye,bye,218,9944,0.0015517781384356936,1,10.929258408636972,6.835058416908677e-05,0.1332836391297192,0.0,0.1332836391297192,10.929258408636972,0.0005128205128205128,0.005604747901865114
9945,1,7.118248341448136e-06,17.100046302853865,6,JJ,0,soviet,soviet,soviet,218,9945,0.0015517781384356936,1,10.929258408636972,0.0004003391358475081,0.7806613149026408,0.0,0.7806613149026408,10.929258408636972,0.0005128205128205128,0.005604747901865114
9946,1,7.118248341448136e-06,17.100046302853865,10,NN,0,generos,generos,generos,218,9946,0.0015517781384356936,1,10.929258408636972,6.835058416908677e-05,0.1332836391297192,0.0,0.1332836391297192,10.929258408636972,0.0005128205128205128,0.005604747901865114
9947,1,7.118248341448136e-06,17.100046302853865,4,CD,0,2001,2001,2001,218,9947,0.0015517781384356936,1,10.929258408636972,4.278433512874132e-05,0.08342945350104558,0.0,0.08342945350104558,10.929258408636972,0.0005128205128205128,0.005604747901865114
9948,1,7.118248341448136e-06,17.100046302853865,5,NN,0,palm,palm,palm,218,9948,0.0015517781384356936,1,10.929258408636972,6.29746955265743e-05,0.12280065627681991,0.0,0.12280065627681991,10.929258408636972,0.0005128205128205128,0.005604747901865114
9949,1,7.118248341448136e-06,17.100046302853865,5,NNP,0,celia,celia,cel,218,9949,0.0015517781384356936,1,10.929258408636972,0.00013670116833817354,0.2665672782594384,0.0,0.2665672782594384,10.929258408636972,0.0005128205128205128,0.005604747901865114
9950,1,7.118248341448136e-06,17.100046302853865,6,NN,0,demis,demis,dem,218,9950,0.0015517781384356936,1,10.929258408636972,0.00014749336583855564,0.28761206338518347,0.0,0.28761206338518347,10.929258408636972,0.0005128205128205128,0.005604747901865114
9951,1,7.118248341448136e-06,17.100046302853865,10,VBD,0,playwright,playwright,playwright,218,9951,0.0015517781384356936,1,10.929258408636972,0.00013670116833817354,0.2665672782594384,0.0,0.2665672782594384,10.929258408636972,0.0005128205128205128,0.005604747901865114
9952,1,7.118248341448136e-06,17.100046302853865,7,NNP,0,terenc,terenc,ter,218,9952,0.0015517781384356936,1,10.929258408636972,0.00013670116833817354,0.2665672782594384,0.0,0.2665672782594384,10.929258408636972,0.0005128205128205128,0.005604747901865114
