term_rank,n,p,i,n_chars,max_pos,stop,stem_porter,stem_snowball,stem_lancaster,term_rank2,zipf_k,zipf_k2,df,idf,tfidf_mean,tfidf_sum,tfidf_median,tfidf_max,dfidf,dp,dh
602,27,0.0001921927052190997,12.345158800690395,4,NN,0,wing,wing,wing,192,16254,0.03690099940206714,25,6.285402218862249,0.0011139461916946935,2.1721950738046525,0.0,0.1745945060795069,157.13505547155623,0.01282051282051282,0.08058207972900319
603,27,0.0001921927052190997,12.345158800690395,8,NNS,0,children,children,childr,192,16281,0.03690099940206714,27,6.174370906473505,0.0009657654074785255,1.8832425445831247,0.0,0.13422545448855444,166.70801447478462,0.013846153846153847,0.08549128947424851
604,27,0.0001921927052190997,12.345158800690395,7,JJR,0,younger,younger,young,192,16308,0.03690099940206714,27,6.174370906473505,0.0009608435393332626,1.873644901699862,0.0,0.09800588740434134,166.70801447478462,0.013846153846153847,0.08549128947424851
605,27,0.0001921927052190997,12.345158800690395,7,VBG,0,leav,leav,leav,192,16335,0.03690099940206714,26,6.22881869049588,0.0012593725258214616,2.45577642535185,0.0,0.2708182039346035,161.9492859528929,0.013333333333333334,0.08305091587327841
606,27,0.0001921927052190997,12.345158800690395,9,NNP,0,armstrong,armstrong,armstrong,192,16362,0.03690099940206714,22,6.469826789999676,0.0010444793913254968,2.0367348130847187,0.0,0.20870408999998954,142.33618937999287,0.011282051282051283,0.07299291763076558
607,27,0.0001921927052190997,12.345158800690395,3,NN,0,run,run,run,192,16389,0.03690099940206714,26,6.22881869049588,0.001002100862757683,1.9540966823774817,0.0,0.15572046726239702,161.9492859528929,0.013333333333333334,0.08305091587327841
608,27,0.0001921927052190997,12.345158800690395,6,VBD,0,prove,prove,prov,192,16416,0.03690099940206714,27,6.174370906473505,0.0011065068675473653,2.1576883917173624,0.0,0.1668748893641488,166.70801447478462,0.013846153846153847,0.08549128947424851
609,27,0.0001921927052190997,12.345158800690395,6,VBD,0,work,work,work,192,16443,0.03690099940206714,27,6.174370906473505,0.0011038224171155111,2.152453713375247,0.0,0.15831720273008987,166.70801447478462,0.013846153846153847,0.08549128947424851
610,27,0.0001921927052190997,12.345158800690395,5,NN,0,south,south,sou,192,16470,0.03690099940206714,26,6.22881869049588,0.0009022635937667936,1.7594140078452476,0.0,0.16391628132883895,161.9492859528929,0.013333333333333334,0.08305091587327841
611,27,0.0001921927052190997,12.345158800690395,9,RB,0,sometim,sometim,sometim,192,16497,0.03690099940206714,27,6.174370906473505,0.0008876648396913213,1.7309464373980765,0.0,0.10832229660479832,166.70801447478462,0.013846153846153847,0.08549128947424851
612,27,0.0001921927052190997,12.345158800690395,2,CD,0,21,21,21,192,16524,0.03690099940206714,27,6.174370906473505,0.0011698018539308653,2.281113615165187,0.0,0.14359002108077917,166.70801447478462,0.013846153846153847,0.08549128947424851
613,27,0.0001921927052190997,12.345158800690395,9,JJ,0,follow,follow,follow,192,16551,0.03690099940206714,27,6.174370906473505,0.0013184297578915346,2.5709380278884923,0.0,0.4749516081902696,166.70801447478462,0.013846153846153847,0.08549128947424851
614,27,0.0001921927052190997,12.345158800690395,4,NN,0,hour,hour,hour,192,16578,0.03690099940206714,26,6.22881869049588,0.0010541943292666875,2.0556789420700405,0.0,0.14485624861618326,161.9492859528929,0.013333333333333334,0.08305091587327841
615,27,0.0001921927052190997,12.345158800690395,7,NN,0,countri,countri,country,192,16605,0.03690099940206714,26,6.22881869049588,0.001074006060501784,2.094311817978479,0.0,0.35593249659976456,161.9492859528929,0.013333333333333334,0.08305091587327841
616,27,0.0001921927052190997,12.345158800690395,3,JJ,0,bad,bad,bad,192,16632,0.03690099940206714,26,6.22881869049588,0.0010796481571975884,2.1053139065352973,0.0,0.15572046726239702,161.9492859528929,0.013333333333333334,0.08305091587327841
617,27,0.0001921927052190997,12.345158800690395,5,NN,0,your,your,yo,192,16659,0.03690099940206714,23,6.40569645257996,0.003293885663330665,6.423077043494796,0.0,1.60142411314499,147.3310184093391,0.011794871794871795,0.07555436841504569
618,27,0.0001921927052190997,12.345158800690395,7,JJ,0,injur,injur,ind,192,16686,0.03690099940206714,27,6.174370906473505,0.001096254105529002,2.137695505781554,0.0,0.2684509089771089,166.70801447478462,0.013846153846153847,0.08549128947424851
619,27,0.0001921927052190997,12.345158800690395,7,NN,0,defenc,defenc,def,192,16713,0.03690099940206714,27,6.174370906473505,0.0010518571792258677,2.051121499490442,0.0,0.15059441235301232,166.70801447478462,0.013846153846153847,0.08549128947424851
620,27,0.0001921927052190997,12.345158800690395,10,VBD,0,rememb,rememb,rememb,192,16740,0.03690099940206714,26,6.22881869049588,0.0009332106038371305,1.8197606774824047,0.0,0.1271187487856302,161.9492859528929,0.013333333333333334,0.08305091587327841
621,26,0.00018507445687765154,12.399606584712773,8,NNP,0,crickmer,crickmer,crickm,193,16146,0.035719370177386744,23,6.40569645257996,0.0011350032490773643,2.2132563357008603,0.0,0.17793601257166555,147.3310184093391,0.011794871794871795,0.07555436841504569
622,26,0.00018507445687765154,12.399606584712773,3,NN,0,dad,dad,dad,193,16172,0.035719370177386744,20,6.60733031374961,0.0018605972586885626,3.6281646544426973,0.0,1.6518325784374026,132.14660627499222,0.010256410256410256,0.0677674903974319
623,26,0.00018507445687765154,12.399606584712773,6,NNP,0,sadler,sadler,sadl,193,16198,0.035719370177386744,22,6.469826789999676,0.0010671630033330527,2.080967856499453,0.0,0.17486018351350477,142.33618937999287,0.011282051282051283,0.07299291763076558
624,26,0.00018507445687765154,12.399606584712773,6,NNP,0,denni,denni,den,193,16224,0.035719370177386744,25,6.285402218862249,0.0009673118143747643,1.8862580380307905,0.0,0.12087311959350479,157.13505547155623,0.01282051282051282,0.08058207972900319
625,26,0.00018507445687765154,12.399606584712773,4,JJ,0,fine,fine,fin,193,16250,0.035719370177386744,26,6.22881869049588,0.0010819952788573538,2.10989079377184,0.0,0.1297670560519975,161.9492859528929,0.013333333333333334,0.08305091587327841
626,26,0.00018507445687765154,12.399606584712773,7,NN,0,triumph,triumph,triumph,193,16276,0.035719370177386744,26,6.22881869049588,0.0009623849939076951,1.8766507381200055,0.0,0.16391628132883895,161.9492859528929,0.013333333333333334,0.08305091587327841
627,26,0.00018507445687765154,12.399606584712773,7,VBG,0,look,look,look,193,16302,0.035719370177386744,26,6.22881869049588,0.0011475586682388615,2.23773940306578,0.0,0.29661041383313713,161.9492859528929,0.013333333333333334,0.08305091587327841
628,26,0.00018507445687765154,12.399606584712773,8,VBD,0,appear,appear,appear,193,16328,0.035719370177386744,26,6.22881869049588,0.001042657569740914,2.0331822609947823,0.0,0.1325280572445932,161.9492859528929,0.013333333333333334,0.08305091587327841
629,26,0.00018507445687765154,12.399606584712773,7,NNP,0,chapman,chapman,chapm,193,16354,0.035719370177386744,23,6.40569645257996,0.0010751769453261626,2.096595043386017,0.0,0.2066353694380632,147.3310184093391,0.011794871794871795,0.07555436841504569
630,26,0.00018507445687765154,12.399606584712773,5,JJ,0,clear,clear,clear,193,16380,0.035719370177386744,26,6.22881869049588,0.0010899632988654148,2.125428432787559,0.0,0.20092963517728646,161.9492859528929,0.013333333333333334,0.08305091587327841
631,26,0.00018507445687765154,12.399606584712773,3,VBZ,1,ha,has,has,193,16406,0.035719370177386744,22,6.469826789999676,0.0016113746170291006,3.1421805032067462,0.0,0.8087283487499595,142.33618937999287,0.011282051282051283,0.07299291763076558
632,26,0.00018507445687765154,12.399606584712773,4,IN,0,upon,upon,upon,193,16432,0.035719370177386744,26,6.22881869049588,0.0014848446459087873,2.895447059522135,0.0,0.778602336311985,161.9492859528929,0.013333333333333334,0.08305091587327841
633,26,0.00018507445687765154,12.399606584712773,9,VBD,0,complet,complet,complet,193,16458,0.035719370177386744,26,6.22881869049588,0.0011048951395812895,2.1545455221835144,0.0,0.19465058407799626,161.9492859528929,0.013333333333333334,0.08305091587327841
634,26,0.00018507445687765154,12.399606584712773,3,NN,0,he,hes,hes,193,16484,0.035719370177386744,24,6.344295907915817,0.0018193787214286848,3.547788506785935,0.0,1.0573826513193028,152.2631017899796,0.012307692307692308,0.07808364194357928
635,26,0.00018507445687765154,12.399606584712773,11,NNS,0,journalist,journalist,journ,193,16510,0.035719370177386744,25,6.285402218862249,0.0015886400093902415,3.097848018310971,0.0,0.6983780243180276,157.13505547155623,0.01282051282051282,0.08058207972900319
636,26,0.00018507445687765154,12.399606584712773,4,VBD,0,held,held,held,193,16536,0.035719370177386744,26,6.22881869049588,0.0009744715385205082,1.900219500114991,0.0,0.1297670560519975,161.9492859528929,0.013333333333333334,0.08305091587327841
637,26,0.00018507445687765154,12.399606584712773,7,NNP,0,burnley,burnley,burnley,193,16562,0.035719370177386744,24,6.344295907915817,0.0010048477891570857,1.9594531888563171,0.0,0.18126559736902334,152.2631017899796,0.012307692307692308,0.07808364194357928
638,26,0.00018507445687765154,12.399606584712773,7,NN,0,control,control,control,193,16588,0.035719370177386744,26,6.22881869049588,0.0012043432343792312,2.3484693070395006,0.0,0.18320054972046707,161.9492859528929,0.013333333333333334,0.08305091587327841
639,26,0.00018507445687765154,12.399606584712773,4,JJ,0,abl,abl,abl,193,16614,0.035719370177386744,25,6.285402218862249,0.0009939230687103372,1.9381499839851577,0.0,0.16987573564492564,157.13505547155623,0.01282051282051282,0.08058207972900319
640,26,0.00018507445687765154,12.399606584712773,7,VBG,0,win,win,win,193,16640,0.035719370177386744,24,6.344295907915817,0.0021308777588014264,4.155211629662782,0.0,2.1147653026386055,152.2631017899796,0.012307692307692308,0.07808364194357928
641,26,0.00018507445687765154,12.399606584712773,10,NN,0,experi,experi,expery,193,16666,0.035719370177386744,26,6.22881869049588,0.0020020238560760828,3.903946519348361,0.0,2.07627289683196,161.9492859528929,0.013333333333333334,0.08305091587327841
642,26,0.00018507445687765154,12.399606584712773,9,NNP,0,sheffield,sheffield,sheffield,193,16692,0.035719370177386744,25,6.285402218862249,0.0010185396306785336,1.9861522798231408,0.0,0.1337319621034521,157.13505547155623,0.01282051282051282,0.08058207972900319
643,26,0.00018507445687765154,12.399606584712773,3,NN,0,bu,bus,bus,193,16718,0.035719370177386744,23,6.40569645257996,0.0011229698049988882,2.189791119747832,0.0,0.18567236094434666,147.3310184093391,0.011794871794871795,0.07555436841504569
644,26,0.00018507445687765154,12.399606584712773,7,NNP,0,anfield,anfield,anfield,193,16744,0.035719370177386744,25,6.285402218862249,0.0011787595844923273,2.2985811897600383,0.0,0.23279267477267587,157.13505547155623,0.01282051282051282,0.08058207972900319
645,25,0.00017795620853620342,12.45619011307914,3,NN,0,fee,fee,fee,194,16125,0.034523504456023466,25,6.285402218862249,0.0009731704103750106,1.8976823002312708,0.0,0.12324318076200487,157.13505547155623,0.01282051282051282,0.08058207972900319
646,25,0.00017795620853620342,12.45619011307914,4,NN,0,rise,rise,ris,194,16150,0.034523504456023466,23,6.40569645257996,0.0011658142066678387,2.2733377030022854,0.0,0.27850854141652,147.3310184093391,0.011794871794871795,0.07555436841504569
647,25,0.00017795620853620342,12.45619011307914,2,NNP,0,di,di,di,194,16175,0.034523504456023466,21,6.536940985858212,0.0014676759387333505,2.8619680805300334,0.0,0.4669243561327294,137.27576070302246,0.010769230769230769,0.07039782600154998
648,25,0.00017795620853620342,12.45619011307914,5,NNP,0,peter,peter,pet,194,16200,0.034523504456023466,25,6.285402218862249,0.0009195608734355266,1.793143703199277,0.0,0.13094587955963016,157.13505547155623,0.01282051282051282,0.08058207972900319
649,25,0.00017795620853620342,12.45619011307914,7,VB,0,believ,believ,believ,194,16225,0.034523504456023466,25,6.285402218862249,0.0012202472006996768,2.3794820413643696,0.0,0.24174623918700958,157.13505547155623,0.01282051282051282,0.08058207972900319
650,25,0.00017795620853620342,12.45619011307914,4,NN,0,form,form,form,194,16250,0.034523504456023466,25,6.285402218862249,0.001006728595370804,1.9631207609730679,0.0,0.1848647711430073,157.13505547155623,0.01282051282051282,0.08058207972900319
651,25,0.00017795620853620342,12.45619011307914,4,VB,0,turn,turn,turn,194,16275,0.034523504456023466,24,6.344295907915817,0.0010186952990800064,1.9864558332060125,0.0,0.17146745697069776,152.2631017899796,0.012307692307692308,0.07808364194357928
652,25,0.00017795620853620342,12.45619011307914,5,RB,0,ahead,ahead,ahead,194,16300,0.034523504456023466,25,6.285402218862249,0.002569670594059724,5.010857658416462,0.0,3.1427011094311244,157.13505547155623,0.01282051282051282,0.08058207972900319
653,25,0.00017795620853620342,12.45619011307914,5,NNP,0,curri,curri,curry,194,16325,0.034523504456023466,21,6.536940985858212,0.0009528576437017466,1.8580724052184059,0.0,0.1766740806988706,137.27576070302246,0.010769230769230769,0.07039782600154998
654,25,0.00017795620853620342,12.45619011307914,4,NNP,0,stan,stan,stan,194,16350,0.034523504456023466,24,6.344295907915817,0.0010417033074098172,2.0313214494491434,0.0,0.24401138107368528,152.2631017899796,0.012307692307692308,0.07808364194357928
655,25,0.00017795620853620342,12.45619011307914,7,NNP,0,stanley,stanley,stanley,194,16375,0.034523504456023466,24,6.344295907915817,0.0011125967614940314,2.1695636849133613,0.0,0.28837708672344625,152.2631017899796,0.012307692307692308,0.07808364194357928
656,25,0.00017795620853620342,12.45619011307914,5,NNP,0,daili,daili,dai,194,16400,0.034523504456023466,25,6.285402218862249,0.0010665717966819653,2.0798150035298324,0.0,0.25141608875448995,157.13505547155623,0.01282051282051282,0.08058207972900319
657,25,0.00017795620853620342,12.45619011307914,5,NN,0,tabl,tabl,tabl,194,16425,0.034523504456023466,24,6.344295907915817,0.0008698844786320071,1.6962747333324137,0.0,0.14418854336172313,152.2631017899796,0.012307692307692308,0.07808364194357928
658,25,0.00017795620853620342,12.45619011307914,5,NN,0,style,style,styl,194,16450,0.034523504456023466,25,6.285402218862249,0.0010192465787536692,1.9875308285696551,0.0,0.23279267477267587,157.13505547155623,0.01282051282051282,0.08058207972900319
659,25,0.00017795620853620342,12.45619011307914,8,NN,0,birthday,birthday,birthday,194,16475,0.034523504456023466,25,6.285402218862249,0.0010387066182344273,2.0254779055571333,0.0,0.15713505547155623,157.13505547155623,0.01282051282051282,0.08058207972900319
660,25,0.00017795620853620342,12.45619011307914,5,NNP,0,brian,brian,bri,194,16500,0.034523504456023466,23,6.40569645257996,0.0009091824221303866,1.7729057231542538,0.0,0.31247299768682735,147.3310184093391,0.011794871794871795,0.07555436841504569
661,25,0.00017795620853620342,12.45619011307914,4,JJ,0,sure,sure,sur,194,16525,0.034523504456023466,24,6.344295907915817,0.0010095302636780224,1.9685840141721438,0.0,0.2349739225154006,152.2631017899796,0.012307692307692308,0.07808364194357928
662,25,0.00017795620853620342,12.45619011307914,6,NN,0,crowd,crowd,crowd,194,16550,0.034523504456023466,25,6.285402218862249,0.0012149599828152069,2.3691719664896533,0.0,0.1848647711430073,157.13505547155623,0.01282051282051282,0.08058207972900319
663,25,0.00017795620853620342,12.45619011307914,4,NNP,0,wilf,wilf,wilf,194,16575,0.034523504456023466,22,6.469826789999676,0.0010548816531995595,2.057019223739141,0.0,0.2156608929999892,142.33618937999287,0.011282051282051283,0.07299291763076558
664,25,0.00017795620853620342,12.45619011307914,4,VB,0,feel,feel,feel,194,16600,0.034523504456023466,24,6.344295907915817,0.0009887290604648033,1.9280216679063664,0.0,0.17381632624426896,152.2631017899796,0.012307692307692308,0.07808364194357928
665,25,0.00017795620853620342,12.45619011307914,7,VBN,0,marri,marri,marry,194,16625,0.034523504456023466,23,6.40569645257996,0.001686158130657788,3.288008354782687,0.0,1.0676160754299933,147.3310184093391,0.011794871794871795,0.07555436841504569
666,25,0.00017795620853620342,12.45619011307914,8,VBD,0,accept,accept,acceiv,194,16650,0.034523504456023466,24,6.344295907915817,0.0009935725879461992,1.9374665464950882,0.0,0.2014062192989148,152.2631017899796,0.012307692307692308,0.07808364194357928
667,25,0.00017795620853620342,12.45619011307914,5,NNP,0,cliff,cliff,cliff,194,16675,0.034523504456023466,24,6.344295907915817,0.0010049230827819972,1.9596000114248944,0.0,0.3524608837731009,152.2631017899796,0.012307692307692308,0.07808364194357928
668,25,0.00017795620853620342,12.45619011307914,5,VB,0,leav,leav,leav,194,16700,0.034523504456023466,24,6.344295907915817,0.0009259960627979472,1.805692322455997,0.0,0.15860739769789545,152.2631017899796,0.012307692307692308,0.07808364194357928
669,25,0.00017795620853620342,12.45619011307914,5,NNP,0,eddi,eddi,eddy,194,16725,0.034523504456023466,22,6.469826789999676,0.0010760865148905258,2.0983687040365253,0.0,0.19605535727271745,142.33618937999287,0.011282051282051283,0.07299291763076558
670,25,0.00017795620853620342,12.45619011307914,6,NN,0,anyon,anyon,anyon,194,16750,0.034523504456023466,24,6.344295907915817,0.0010170782564279015,1.9833026000344078,0.0,0.21876882441089024,152.2631017899796,0.012307692307692308,0.07808364194357928
671,25,0.00017795620853620342,12.45619011307914,6,NN,0,chang,chang,chang,194,16775,0.034523504456023466,23,6.40569645257996,0.0017663127738615748,3.444309909030071,0.0,1.60142411314499,147.3310184093391,0.011794871794871795,0.07555436841504569
672,25,0.00017795620853620342,12.45619011307914,5,NNS,0,word,word,word,194,16800,0.034523504456023466,25,6.285402218862249,0.0014088704831925233,2.7472974422254204,0.0,0.7856752773577811,157.13505547155623,0.01282051282051282,0.08058207972900319
673,25,0.00017795620853620342,12.45619011307914,3,NNP,0,alf,alf,alf,194,16825,0.034523504456023466,24,6.344295907915817,0.001046668305908623,2.0410031965218147,0.0,0.16695515547146886,152.2631017899796,0.012307692307692308,0.07808364194357928
674,25,0.00017795620853620342,12.45619011307914,5,VBD,0,meant,meant,meant,194,16850,0.034523504456023466,23,6.40569645257996,0.0017054745576476188,3.325675387412857,0.0,1.2811392905159922,147.3310184093391,0.011794871794871795,0.07555436841504569
675,25,0.00017795620853620342,12.45619011307914,6,NNP,0,forest,forest,forest,194,16875,0.034523504456023466,20,6.60733031374961,0.0009729845903754102,1.89731995123205,0.0,0.1452160508516398,132.14660627499222,0.010256410256410256,0.0677674903974319
676,25,0.00017795620853620342,12.45619011307914,8,NN,0,question,question,quest,194,16900,0.034523504456023466,25,6.285402218862249,0.0014561352137833364,2.839463666877506,0.0,0.8979146026946069,157.13505547155623,0.01282051282051282,0.08058207972900319
677,25,0.00017795620853620342,12.45619011307914,9,NN,0,commun,communiti,commun,194,16925,0.034523504456023466,23,6.40569645257996,0.0010000314386879362,1.9500613054414755,0.0,0.16216953044506227,147.3310184093391,0.011794871794871795,0.07555436841504569
678,24,0.00017083796019475527,12.515083802132708,5,NNS,0,hour,hour,hour,195,16272,0.033313402237977276,23,6.40569645257996,0.0009882101467093172,1.9270097860831688,0.0,0.18840283684058706,147.3310184093391,0.011794871794871795,0.07555436841504569
679,24,0.00017083796019475527,12.515083802132708,5,NNP,0,itali,itali,ita,195,16296,0.033313402237977276,22,6.469826789999676,0.0015625236729423615,3.046921162237605,0.0,1.0783044649999458,142.33618937999287,0.011282051282051283,0.07299291763076558
680,24,0.00017083796019475527,12.515083802132708,5,NNP,0,iren,iren,ir,195,16320,0.033313402237977276,18,6.759333407194661,0.0009404762788682268,1.8339287437930423,0.0,0.23308046231705726,121.6680013295039,0.009230769230769232,0.06239384683564303
681,24,0.00017083796019475527,12.515083802132708,4,JJ,0,full,full,ful,195,16344,0.033313402237977276,24,6.344295907915817,0.0010087316350297752,1.9670266883080618,0.0,0.2349739225154006,152.2631017899796,0.012307692307692308,0.07808364194357928
682,24,0.00017083796019475527,12.515083802132708,8,NNP,0,anderson,anderson,anderson,195,16368,0.033313402237977276,21,6.536940985858212,0.0011026264487734821,2.1501215751082903,0.0,0.20427940580806914,137.27576070302246,0.010769230769230769,0.07039782600154998
683,24,0.00017083796019475527,12.515083802132708,8,NN,0,occas,occas,occas,195,16392,0.033313402237977276,23,6.40569645257996,0.0017184894263659253,3.3510543814135545,0.0,1.60142411314499,147.3310184093391,0.011794871794871795,0.07555436841504569
684,24,0.00017083796019475527,12.515083802132708,10,NNS,0,youngster,youngster,youngst,195,16416,0.033313402237977276,24,6.344295907915817,0.0010756744520989336,2.0975651815929206,0.0,0.17623044188655046,152.2631017899796,0.012307692307692308,0.07808364194357928
685,24,0.00017083796019475527,12.515083802132708,7,NN,0,support,support,support,195,16440,0.033313402237977276,24,6.344295907915817,0.000865378234306896,1.6874875568984473,0.0,0.11329099835563958,152.2631017899796,0.012307692307692308,0.07808364194357928
686,24,0.00017083796019475527,12.515083802132708,7,VBN,0,allow,allow,allow,195,16464,0.033313402237977276,24,6.344295907915817,0.0009651513501357753,1.8820451327647618,0.0,0.16695515547146886,152.2631017899796,0.012307692307692308,0.07808364194357928
687,24,0.00017083796019475527,12.515083802132708,4,NNS,0,fan,fan,fan,195,16488,0.033313402237977276,23,6.40569645257996,0.0010820519180366934,2.110001240171552,0.0,0.17549853294739615,147.3310184093391,0.011794871794871795,0.07555436841504569
688,24,0.00017083796019475527,12.515083802132708,4,NN,0,talk,talk,talk,195,16512,0.033313402237977276,24,6.344295907915817,0.0008683957272598428,1.6933716681566935,0.0,0.11130343698097923,152.2631017899796,0.012307692307692308,0.07808364194357928
689,24,0.00017083796019475527,12.515083802132708,8,NN,0,winghalf,winghalf,winghalf,195,16536,0.033313402237977276,24,6.344295907915817,0.000991024930486382,1.932498614448445,0.0,0.2349739225154006,152.2631017899796,0.012307692307692308,0.07808364194357928
690,24,0.00017083796019475527,12.515083802132708,7,NNS,0,parent,parent,par,195,16560,0.033313402237977276,21,6.536940985858212,0.0007978452389276522,1.5557982159089219,0.0,0.13340695889506554,137.27576070302246,0.010769230769230769,0.07039782600154998
691,24,0.00017083796019475527,12.515083802132708,3,NNP,0,ken,ken,ken,195,16584,0.033313402237977276,22,6.469826789999676,0.0010286106687509154,2.005790804064285,0.0,0.35943482166664864,142.33618937999287,0.011282051282051283,0.07299291763076558
692,24,0.00017083796019475527,12.515083802132708,7,NNP,0,glasgow,glasgow,glasgow,195,16608,0.033313402237977276,23,6.40569645257996,0.0010879274445893944,2.121458516949319,0.0,0.17312693115080974,147.3310184093391,0.011794871794871795,0.07555436841504569
693,24,0.00017083796019475527,12.515083802132708,7,VBP,0,wouldnt,wouldnt,wouldnt,195,16632,0.033313402237977276,21,6.536940985858212,0.0008792018382690858,1.7144435846247172,0.0,0.16979067495735617,137.27576070302246,0.010769230769230769,0.07039782600154998
694,24,0.00017083796019475527,12.515083802132708,6,RB,0,realli,realli,real,195,16656,0.033313402237977276,24,6.344295907915817,0.001221704471200707,2.382323718841379,0.0,0.9063279868451166,152.2631017899796,0.012307692307692308,0.07808364194357928
695,24,0.00017083796019475527,12.515083802132708,10,VBN,0,introduc,introduc,introduc,195,16680,0.033313402237977276,24,6.344295907915817,0.0009619271756578715,1.8757579925328494,0.0,0.2349739225154006,152.2631017899796,0.012307692307692308,0.07808364194357928
696,24,0.00017083796019475527,12.515083802132708,2,CD,0,32,32,32,195,16704,0.033313402237977276,23,6.40569645257996,0.0009597435609404279,1.8714999438338344,0.0,0.1830198986451417,147.3310184093391,0.011794871794871795,0.07555436841504569
697,24,0.00017083796019475527,12.515083802132708,4,RB,0,els,els,els,195,16728,0.033313402237977276,24,6.344295907915817,0.001084452259654889,2.1146819063270335,0.0,0.2643456628298257,152.2631017899796,0.012307692307692308,0.07808364194357928
698,24,0.00017083796019475527,12.515083802132708,5,VBG,1,do,do,doing,195,16752,0.033313402237977276,24,6.344295907915817,0.0011778774223365404,2.296860973556254,0.0,0.7049217675462018,152.2631017899796,0.012307692307692308,0.07808364194357928
699,24,0.00017083796019475527,12.515083802132708,6,NN,0,chanc,chanc,chant,195,16776,0.033313402237977276,23,6.40569645257996,0.0009667918410052872,1.88524408996031,0.0,0.22088608457172276,147.3310184093391,0.011794871794871795,0.07555436841504569
700,24,0.00017083796019475527,12.515083802132708,5,NNP,0,north,north,nor,195,16800,0.033313402237977276,23,6.40569645257996,0.0010360187425724613,2.0202365480162996,0.0,0.1439482348894373,147.3310184093391,0.011794871794871795,0.07555436841504569
701,24,0.00017083796019475527,12.515083802132708,7,NN,0,brother,brother,broth,195,16824,0.033313402237977276,20,6.60733031374961,0.0008604267074738454,1.6778320795739985,0.0,0.20330247119229572,132.14660627499222,0.010256410256410256,0.0677674903974319
702,24,0.00017083796019475527,12.515083802132708,4,NN,0,need,need,nee,195,16848,0.033313402237977276,24,6.344295907915817,0.0015092391717693341,2.9430163849502016,0.0,1.0573826513193028,152.2631017899796,0.012307692307692308,0.07808364194357928
703,24,0.00017083796019475527,12.515083802132708,10,PRP,1,themselv,themselv,themselv,195,16872,0.033313402237977276,22,6.469826789999676,0.001168239559212271,2.2780671404639286,0.0,0.3234913394999838,142.33618937999287,0.011282051282051283,0.07299291763076558
704,24,0.00017083796019475527,12.515083802132708,6,NNP,0,willi,willi,wil,195,16896,0.033313402237977276,23,6.40569645257996,0.0009210833492759862,1.7961125310881731,0.0,0.15623649884341367,147.3310184093391,0.011794871794871795,0.07555436841504569
705,24,0.00017083796019475527,12.515083802132708,4,NN,0,shop,shop,shop,195,16920,0.033313402237977276,20,6.60733031374961,0.000834113963816307,1.6265222294417987,0.0,0.13484347579080835,132.14660627499222,0.010256410256410256,0.0677674903974319
706,24,0.00017083796019475527,12.515083802132708,5,VBD,0,end,end,end,195,16944,0.033313402237977276,24,6.344295907915817,0.0010842091641314465,2.1142078700563207,0.0,0.24401138107368528,152.2631017899796,0.012307692307692308,0.07808364194357928
707,24,0.00017083796019475527,12.515083802132708,5,NNS,0,hand,hand,hand,195,16968,0.033313402237977276,23,6.40569645257996,0.0009949400904737792,1.9401331764238696,0.0,0.15623649884341367,147.3310184093391,0.011794871794871795,0.07555436841504569
708,24,0.00017083796019475527,12.515083802132708,3,VBD,0,ran,ran,ran,195,16992,0.033313402237977276,23,6.40569645257996,0.0010243973694575362,1.9975748704421954,0.0,0.17312693115080974,147.3310184093391,0.011794871794871795,0.07555436841504569
709,24,0.00017083796019475527,12.515083802132708,4,NN,0,deal,deal,deal,195,17016,0.033313402237977276,24,6.344295907915817,0.0010128268549336402,1.9750123671205986,0.0,0.18659693846811226,152.2631017899796,0.012307692307692308,0.07808364194357928
710,23,0.00016371971185330714,12.576484346796851,7,VBG,0,score,score,scor,196,16330,0.0320890635232482,22,6.469826789999676,0.0009497944808890637,1.8520992377336742,0.0,0.1617456697499919,142.33618937999287,0.011282051282051283,0.07299291763076558
711,23,0.00016371971185330714,12.576484346796851,4,NN,0,kind,kind,kind,196,16353,0.0320890635232482,23,6.40569645257996,0.0010488860485879956,2.0453277947465915,0.0,0.22088608457172276,147.3310184093391,0.011794871794871795,0.07555436841504569
712,23,0.00016371971185330714,12.576484346796851,4,NN,0,call,call,cal,196,16376,0.0320890635232482,23,6.40569645257996,0.0009340836292621396,1.8214630770611722,0.0,0.18840283684058706,147.3310184093391,0.011794871794871795,0.07555436841504569
713,23,0.00016371971185330714,12.576484346796851,9,VBD,0,continu,continu,continu,196,16399,0.0320890635232482,23,6.40569645257996,0.0009929525992926182,1.9362575686206056,0.0,0.2669040188574983,147.3310184093391,0.011794871794871795,0.07555436841504569
714,23,0.00016371971185330714,12.576484346796851,6,RB,0,longer,longer,long,196,16422,0.0320890635232482,23,6.40569645257996,0.0009707995758796616,1.89305917296534,0.0,0.27850854141652,147.3310184093391,0.011794871794871795,0.07555436841504569
715,23,0.00016371971185330714,12.576484346796851,6,IN,0,except,except,exceiv,196,16445,0.0320890635232482,23,6.40569645257996,0.0012309300571501432,2.400313611442779,0.0,0.5338080377149966,147.3310184093391,0.011794871794871795,0.07555436841504569
716,23,0.00016371971185330714,12.576484346796851,7,VBG,0,wait,wait,wait,196,16468,0.0320890635232482,23,6.40569645257996,0.0008731221782817521,1.7025882476494167,0.0,0.21352321508599867,147.3310184093391,0.011794871794871795,0.07555436841504569
